2437067,"Trois-Rivières (Que.)",V  ,F,126323,122395,T,F,3.2,60682,57557,288.9247,437.2,36
5909052,"Abbotsford (B.C.)",CY ,F,123864,115494,T,F,7.2,45286,43564,359.3615,344.7,37
3530010,"Cambridge (Ont.)",CY ,F,120371,110372,F,F,9.1,44589,43275,112.8645,1066.5,38
3510010,"Kingston (Ont.)",CY ,F,117207,114195,F,F,2.6,53838,48863,450.3856,260.2,39
3523008,"Guelph (Ont.)",CY ,F,114943,106170,F,F,8.3,47969,44706,86.7198,1325.5,40
5915034,"Coquitlam (B.C.)",CY ,F,114565,112890,F,F,1.5,43241,41239,121.6892,941.5,41
3518009,"Whitby (Ont.)",T  ,F,111184,87413,F,F,27.2,38129,37240,146.5247,758.8,42
3558004,"Thunder Bay (Ont.)",CY ,F,109140,109016,F,F,0.1,49023,46266,328.4798,332.3,43
5917021,"Saanich (B.C.)",DM ,F,108265,103654,F,F,4.4,48105,44513,103.4359,1046.7,44
3536020,"Chatham-Kent (Ont.)",MU ,F,108177,107341,F,F,0.8,46614,43562,2458.0587,44.0,45
5935010,"Kelowna (B.C.)",CY ,F,106707,96288,F,F,10.8,47727,44912,211.6919,504.1,46
1217030,"Cape Breton (N.S.)",RGM,F,102250,105968,F,F,-3.5,45342,42026,2433.3260,42.0,47
1001519,"St. John's (N.L.)",CY ,F,100646,99182,F,F,1.5,45317,41518,446.0430,225.6,48
3530016,"Waterloo (Ont.)",CY ,F,97475,86543,F,F,12.6,40659,36779,64.1003,1520.7,49
5915011,"Delta (B.C.)",DM ,F,96723,96950,F,F,-0.2,35125,33551,183.6984,526.5,50
2464008,"Terrebonne (Que.)",V  ,F,94703,80536,T,F,17.6,35859,34820,154.5964,612.6,51
5915001,"Langley (B.C.)",DM ,F,93726,86896,F,F,7.9,35098,33320,306.9257,305.4,52
3529006,"Brantford (Ont.)",CY ,F,90192,86417,F,F,4.4,36963,35609,72.4719,1244.5,53
3518005,"Ajax (Ont.)",T  ,F,90167,73753,F,F,22.3,29535,28616,67.0890,1344.0,54
3518001,"Pickering (Ont.)",CY ,F,87838,87139,F,F,0.8,29044,28210,231.5934,379.3,55
2456083,"Saint-Jean-sur-Richelieu (Que.)",V  ,F,87492,79600,T,F,9.9,37774,36700,225.7758,387.5,56
4808011,"Red Deer (Alta.)",CY ,F,82772,67829,T,F,22.0,33894,32664,69.2321,1195.6,57
5915046,"North Vancouver (B.C.)",DM ,F,82562,82310,F,F,0.3,30957,29749,160.6698,513.9,58
4811052,"Strathcona County (Alta.)",SM ,F,82511,71986,F,F,14.6,29293,28647,1179.4273,70.0,59
3526043,"Niagara Falls (Ont.)",CY ,F,82184,78815,F,F,4.3,33871,32482,209.5804,392.1,60
5933042,"Kamloops (B.C.)",CY ,F,80376,77281,F,F,4.0,34163,32649,297.3020,270.4,61
5921007,"Nanaimo (B.C.)",CY ,F,78692,73000,F,F,7.8,35042,33524,89.3018,881.2,62
5917034,"Victoria (B.C.)",CY ,F,78057,74125,F,F,5.3,44783,41722,19.6840,3965.5,63
3518017,"Clarington (Ont.)",MU ,F,77820,69834,F,F,11.4,27753,26865,611.0976,127.3,64
2460013,"Repentigny (Que.)",V  ,F,76237,72218,T,F,5.6,30080,29393,61.7550,1234.5,65
3557061,"Sault Ste. Marie (Ont.)",CY ,F,74948,74566,F,F,0.5,33378,31763,221.7132,338.0,66
3515014,"Peterborough (Ont.)",CY ,F,74898,71446,F,F,4.8,33042,31204,58.3959,1282.6,67
4802012,"Lethbridge (Alta.)",CY ,F,74637,67374,F,F,10.8,32900,30565,121.9722,611.9,68
3516010,"Kawartha Lakes (Ont.)",CY ,F,74561,69179,F,F,7.8,37986,29509,3059.4747,24.4,69
3519048,"Newmarket (Ont.)",T  ,F,74295,65788,F,F,12.9,25876,25087,38.0799,1951.0,70
3538030,"Sarnia (Ont.)",CY ,F,71419,70876,F,F,0.8,31610,30114,164.6275,433.8,71
2458007,"Brossard (Que.)",V  ,F,71154,65026,T,F,9.4,27530,26647,45.1970,1574.3,72
5953023,"Prince George (B.C.)",CY ,F,70981,72406,F,F,-2.0,30062,28202,315.9973,224.6,73
5909020,"Chilliwack (B.C.)",CY ,F,69217,62567,T,F,10.6,27929,26869,260.1933,266.0,74
5915075,"Maple Ridge (B.C.)",DM ,F,68949,63169,F,F,9.2,26488,24935,265.7893,259.4,75
1301006,"Saint John (N.B.)",CY ,F,68043,69661,F,F,-2.3,32090,29310,315.4919,215.7,76
2449058,"Drummondville (Que.)",V  ,F,67392,63029,T,F,6.9,31087,29636,246.7928,273.1,77
1307022,"Moncton (N.B.)",C  ,F,64128,61046,F,F,5.0,30093,27683,141.1697,454.3,78
2475017,"Saint-Jérôme (Que.)",V  ,F,63729,59614,T,F,6.9,28724,27741,90.5036,704.2,79
3528052,"Norfolk County (Ont.)",CY ,F,62563,60847,F,F,2.8,26527,24238,1606.9131,38.9,80
5915029,"New Westminster (B.C.)",CY ,F,58549,54656,F,F,7.1,28670,27049,15.4087,3799.7,81
4811062,"St. Albert (Alta.)",CY ,F,57719,53081,F,F,8.7,20938,20558,35.0357,1647.4,82
3521024,"Caledon (Ont.)",T  ,F,57050,50605,T,F,12.7,18915,18214,687.1660,83.0,83
4801006,"Medicine Hat (Alta.)",CY ,F,56997,51249,F,F,11.2,24729,23611,112.0097,508.9,84
3524015,"Halton Hills (Ont.)",T  ,F,55289,48184,F,F,14.7,19265,18812,276.2616,200.1,85
3548044,"North Bay (Ont.)",CY ,F,53966,52771,F,F,2.3,23841,22592,314.9081,171.4,86
3524009,"Milton (Ont.)",T  ,F,53939,31471,F,F,71.4,18913,18448,366.6060,147.1,87
5915039,"Port Coquitlam (B.C.)",CY ,F,52687,51257,F,F,2.8,19689,18709,28.8481,1826.4,88
2436033,"Shawinigan (Que.)",V  ,F,51904,52040,T,F,-0.3,25835,24243,733.2733,70.8,89
2454048,"Saint-Hyacinthe (Que.)",V  ,F,51616,50394,T,F,2.4,23956,22846,188.6861,273.6,90
4816037,"Wood Buffalo (Alta.)",RGM,F,51496,41445,T,F,24.3,20505,17987,63342.8873,0.8,91
1310032,"Fredericton (N.B.)",CY ,F,50535,47580,T,F,6.2,24632,22125,130.6757,386.7,92
3526032,"Welland (Ont.)",CY ,F,50331,48402,F,F,4.0,21543,20717,81.0876,620.7,93
2466142,"Dollard-Des Ormeaux (Que.)",V  ,F,48930,48206,T,F,1.5,17010,16352,15.1019,3240.0,94
3512005,"Belleville (Ont.)",CY ,F,48821,46029,T,F,6.1,21239,20495,246.7610,197.8,95
2447015,"Granby (Que.)",V  ,F,47637,44121,F,F,8.0,22418,21622,72.0473,661.2,96
3519046,"Aurora (Ont.)",T  ,F,47629,40167,F,F,18.6,16032,15656,49.6192,959.9,97
4819012,"Grande Prairie (Alta.)",CY ,F,47076,36983,F,F,27.3,17941,17326,61.0804,770.7,98
2473015,"Blainville (Que.)",V  ,F,46493,36029,F,F,29.0,16399,16087,55.1022,843.8,99
3501012,"Cornwall (Ont.)",CY ,F,45965,45640,F,F,0.7,20534,19704,61.5240,747.1,100
3528018,"Haldimand County (Ont.)",CY ,F,45212,43728,F,F,3.4,18386,16308,1251.5768,36.1,101
5915051,"North Vancouver (B.C.)",CY ,F,45165,44092,T,F,2.4,22643,21348,11.8475,3812.2,102
3556027,"Timmins (Ont.)",CY ,F,42997,43686,F,F,-1.6,18642,17381,2961.5782,14.5,103
2467050,"Châteauguay (Que.)",V  ,F,42786,41003,F,F,4.3,16594,16262,35.8922,1192.1,104
3512015,"Quinte West (Ont.)",CY ,F,42697,41366,T,F,3.2,17612,16716,493.8509,86.5,105
3519070,"Georgina (Ont.)",T  ,F,42346,39263,F,F,7.9,16879,15263,287.7157,147.2,106
2410043,"Rimouski (Que.)",V  ,F,42240,41549,T,F,1.7,19699,18663,257.7912,163.9,107
5915055,"West Vancouver (B.C.)",DM ,F,42131,41421,F,F,1.7,18057,16839,87.1289,483.5,108
2472005,"Saint-Eustache (Que.)",V  ,F,42062,40378,F,F,4.2,17121,16692,69.4239,605.9,109
4607062,"Brandon (Man.)",CY ,F,41511,39716,F,F,4.5,18662,17921,76.8872,539.9,110
2439062,"Victoriaville (Que.)",V  ,F,40486,38841,F,F,4.2,17959,17390,84.2014,480.8,111
2486042,"Rouyn-Noranda (Que.)",V  ,F,39924,39621,T,F,0.8,18921,17411,5991.0647,6.7,112
2470052,"Salaberry-de-Valleyfield (Que.)",V  ,F,39672,39028,T,F,1.7,18034,17514,107.0981,370.4,113
2458033,"Boucherville (Que.)",V  ,F,39062,36253,T,F,7.7,15179,14946,70.8078,551.7,114
3534021,"St. Thomas (Ont.)",CY ,F,36110,33303,T,F,8.4,15225,14732,35.4812,1017.7,115
5937014,"Vernon (B.C.)",CY ,F,35944,33542,T,F,7.2,16515,15685,94.2003,381.6,116
3532042,"Woodstock (Ont.)",CY ,F,35480,33269,T,F,6.6,14960,14383,43.7888,810.3,117
2474005,"Mirabel (Que.)",V  ,F,34626,27315,T,F,26.8,13161,12714,485.5081,71.3,118
5909056,"Mission (B.C.)",DM ,F,34505,31272,F,F,10.3,12598,12182,225.7831,152.8,119
3529005,"Brant (Ont.)",CY ,F,34415,31669,F,F,8.7,12517,12238,843.0989,40.8,120
4806014,"Rocky View No. 44 (Alta.)",MD ,F,34171,29925,T,F,14.2,11604,11193,4014.8922,8.5,121
4715066,"Prince Albert (Sask.)",CY ,F,34138,34291,F,F,-0.4,14029,13240,65.6825,519.7,122
2453052,"Sorel-Tracy (Que.)",V  ,F,34076,34194,F,F,-0.3,15917,15301,58.0672,586.8,123
2464015,"Mascouche (Que.)",V  ,F,33764,29556,F,F,14.2,12398,12059,106.6413,316.6,124
3537064,"Lakeshore (Ont.)",T  ,F,33245,28746,F,F,15.7,12368,11630,530.3152,62.7,125
1102075,"Charlottetown (P.E.I.)",CY ,F,32174,32245,F,F,-0.2,14995,13728,44.3298,725.8,126
4707039,"Moose Jaw (Sask.)",CY ,F,32132,32131,F,F,0.0,14691,13685,46.8173,686.3,127
5907041,"Penticton (B.C.)",CY ,F,31909,30985,F,F,3.0,15271,14594,42.0156,759.5,128
2466058,"Côte-Saint-Luc (Que.)",V  ,F,31395,30244,T,F,3.8,14371,13534,6.9519,4516.0,129
3543017,"Innisfil (Ont.)",T  ,F,31175,28666,F,F,8.8,12822,11402,284.1776,109.7,130
2489008,"Val-d'Or (Que.)",V  ,F,31123,31430,T,F,-1.0,14073,13310,3545.2537,8.8,131
3531011,"Stratford (Ont.)",CY ,F,30461,29780,T,F,2.3,13316,12875,25.2762,1205.1,132
3543052,"Orillia (Ont.)",CY ,F,30259,29121,F,F,3.9,13013,12238,28.6060,1057.8,133
2466097,"Pointe-Claire (Que.)",V  ,F,30161,29286,T,F,3.0,12608,12049,18.8779,1597.7,134
2493042,"Alma (Que.)",V  ,F,29998,30126,T,F,-0.4,13336,12730,195.5871,153.4,135
3526003,"Fort Erie (Ont.)",T  ,F,29925,28143,F,F,6.3,14251,12219,166.3529,179.9,136
2429073,"Saint-Georges (Que.)",V  ,F,29616,28127,T,F,5.3,13476,12747,198.2103,149.4,137
5925034,"Campbell River (B.C.)",CY ,F,29572,28276,T,F,4.6,12817,12226,143.4807,206.1,138
4811034,"Parkland County (Alta.)",CM ,F,29265,27217,T,F,7.5,11064,10230,2392.6128,12.2,139
2459010,"Sainte-Julie (Que.)",V  ,F,29079,26580,F,F,9.4,10503,10352,49.5264,587.1,140
5935020,"Central Okanagan J (B.C.)",RDA,F,28972,26001,T,F,11.4,11967,10969,1297.8077,22.3,141
4806021,"Airdrie (Alta.)",CY ,F,28927,20407,T,F,41.8,10768,10096,33.0981,874.0,142
3537003,"Leamington (Ont.)",MU ,F,28833,27138,F,F,6.2,10465,9820,261.9243,110.1,143
3543007,"New Tecumseth (Ont.)",T  ,F,27701,26141,F,F,6.0,10315,10039,274.1768,101.0,144
3537034,"LaSalle (Ont.)",T  ,F,27652,25285,F,F,9.4,9537,9326,65.2512,423.8,145
5919008,"North Cowichan (B.C.)",DM ,F,27557,26138,T,F,5.4,11584,11278,193.6583,142.3,146
5915043,"Port Moody (B.C.)",CY ,F,27512,23816,F,F,15.5,10680,10127,25.6225,1073.7,147
3522014,"Orangeville (Ont.)",T  ,F,26925,25248,F,F,6.6,9636,9429,15.5699,1729.3,148
2473005,"Boisbriand (Que.)",V  ,F,26483,26744,T,F,-1.0,9818,9573,27.9374,947.9,149
3523025,"Centre Wellington (Ont.)",TP ,F,26049,24260,F,F,7.4,10267,9543,407.3271,64.0,150
2471083,"Vaudreuil-Dorion (Que.)",V  ,F,25789,19920,F,F,29.5,10637,10260,72.4984,355.7,151
2431084,"Thetford Mines (Que.)",V  ,F,25704,26323,T,F,-2.4,12116,11565,226.8191,113.3,152
2497007,"Sept-Îles (Que.)",V  ,F,25514,25392,T,F,0.5,11887,11006,1764.2622,14.5,153
3513020,"Prince Edward (Ont.)",CY ,F,25496,24901,F,F,2.4,12055,10319,1050.1442,24.3,154
2473010,"Sainte-Thérèse (Que.)",V  ,F,25224,24269,F,F,3.9,12202,11743,9.5814,2632.6,155
1206001,"Lunenburg (N.S.)",MD ,F,25164,25570,F,F,-1.6,13237,10402,1759.1391,14.3,156
1001542,"Mount Pearl (N.L.)",CY ,F,24671,24964,F,F,-1.2,9660,9195,15.7454,1566.9,157
3519044,"Whitchurch-Stouffville (Ont.)",T  ,F,24390,22008,F,F,10.8,8898,8526,206.7391,118.0,158
2458037,"Saint-Bruno-de-Montarville (Que.)",V  ,F,24388,23843,T,F,2.3,9391,9227,43.2750,563.6,159
3537048,"Tecumseh (Ont.)",T  ,F,24224,24289,T,F,-0.3,8710,8496,94.7097,255.8,160
3543014,"Bradford West Gwillimbury (Ont.)",T  ,F,24039,22228,F,F,8.1,8128,7946,201.0284,119.6,161
2467035,"Saint-Constant (Que.)",V  ,F,23957,22577,F,F,6.1,8467,8352,57.2973,418.1,162
3526065,"Grimsby (Ont.)",T  ,F,23937,21297,F,F,12.4,8944,8743,68.9447,347.2,163
2445072,"Magog (Que.)",V  ,F,23880,22535,T,F,6.0,12553,10693,144.1170,165.7,164
5915002,"Langley (B.C.)",CY ,F,23606,23643,F,F,-0.2,11110,10571,10.2230,2309.1,165
2457005,"Chambly (Que.)",V  ,F,22608,20342,F,F,11.1,8740,8537,25.1142,900.2,166
2496020,"Baie-Comeau (Que.)",V  ,F,22554,23079,F,F,-2.3,9931,9602,338.8823,66.6,167
5917044,"Langford (B.C.)",CY ,F,22459,18840,F,F,19.2,9125,8650,39.5533,567.8,168
1207001,"Kings, Subd. A (N.S.)",SC ,F,22161,22430,F,F,-1.2,10059,8643,1234.2156,18.0,169
1001485,"Conception Bay South (N.L.)",T  ,F,21966,19772,F,F,11.1,8248,7906,59.2712,370.6,170
3507015,"Brockville (Ont.)",CY ,F,21957,21375,F,F,2.7,10394,9998,20.7375,1058.8,171
5925010,"Courtenay (B.C.)",CY ,F,21940,19166,T,F,14.5,10177,9748,26.6821,822.3,172
2467015,"La Prairie (Que.)",V  ,F,21763,18896,F,F,15.2,8758,8557,43.2791,502.9,173
3542059,"Owen Sound (Ont.)",CY ,F,21753,21456,T,F,1.4,9736,9381,24.2199,898.1,174
3537028,"Amherstburg (Ont.)",T  ,F,21748,20339,F,F,6.9,8346,7927,185.6482,117.1,175
3526057,"Lincoln (Ont.)",T  ,F,21722,20612,F,F,5.4,7875,7623,162.8588,133.4,176
2458012,"Saint-Lambert (Que.)",V  ,F,21599,21051,T,F,2.6,10572,10222,7.5539,2859.3,177
3518020,"Scugog (Ont.)",TP ,F,21439,20173,F,F,6.3,8345,7705,474.6299,45.2,178
1208008,"East Hants (N.S.)",MD ,F,21387,20821,F,F,2.7,8753,8070,1787.6365,12.0,179
3519054,"East Gwillimbury (Ont.)",T  ,F,21069,20555,F,F,2.5,7037,6887,245.0581,86.0,180
2459020,"Varennes (Que.)",V  ,F,20950,19653,F,F,6.6,7711,7619,92.5323,226.4,181
3537013,"Kingsville (Ont.)",T  ,F,20908,19619,F,F,6.6,7845,7456,246.8398,84.7,182
3502036,"Clarence-Rockland (Ont.)",CY ,F,20790,19612,F,F,6.0,7667,7491,296.5321,70.1,183
2466032,"Westmount (Que.)",V  ,F,20494,19727,T,F,3.9,9418,8677,4.0243,5092.6,184
2466102,"Kirkland (Que.)",V  ,F,20491,20434,T,F,0.3,6700,6538,9.6412,2125.4,185
6001009,"Whitehorse (Y.T.)",CY ,F,20461,19058,F,F,7.4,8631,8280,416.4341,49.1,186
1005018,"Corner Brook (N.L.)",CY ,F,20083,20103,F,F,-0.1,8483,8092,148.2650,135.5,187
3537016,"Essex (Ont.)",T  ,F,20032,20085,F,F,-0.3,8377,7642,277.9472,72.1,188
3543023,"Oro-Medonte (Ont.)",TP ,F,20031,18315,F,F,9.4,8382,7322,586.6499,34.1,189
3539015,"Strathroy-Caradoc (Ont.)",TP ,F,19977,19154,T,F,4.3,7675,7495,274.1851,72.9,190
4806001,"Foothills No. 31 (Alta.)",MD ,F,19736,16602,T,F,18.9,7460,6954,3643.5968,5.4,191
3530035,"Woolwich (Ont.)",TP ,F,19658,18201,F,F,8.0,6805,6582,325.9984,60.3,192
4811049,"Spruce Grove (Alta.)",CY ,F,19496,15983,F,F,22.0,7293,7068,26.4038,738.4,193
3519049,"King (Ont.)",TP ,F,19487,18533,F,F,5.1,6576,6398,333.0384,58.5,194
1210008,"Colchester, Subd. B (N.S.)",SC ,F,19297,18607,F,F,3.7,8545,7750,1248.2149,15.5,195
2466107,"Beaconsfield (Que.)",V  ,F,19194,19310,T,F,-0.6,6749,6558,11.0102,1743.3,196
3518029,"Uxbridge (Ont.)",TP ,F,19169,17377,F,F,10.3,6916,6658,420.6530,45.6,197
4808001,"Red Deer County (Alta.)",CM ,F,19108,18492,T,F,3.3,8014,6684,4002.5779,4.8,198
2461025,"Joliette (Que.)",V  ,F,19044,17837,F,F,6.8,9092,8811,22.8072,835.0,199
2466072,"Mont-Royal (Que.)",V  ,F,18933,18682,T,F,1.3,7377,7021,7.6622,2471.0,200
2457040,"Beloeil (Que.)",V  ,F,18927,19053,F,F,-0.7,7626,7461,24.0879,785.7,201
5915007,"White Rock (B.C.)",CY ,F,18755,18250,T,F,2.8,10192,9526,5.1622,3633.1,202
6106023,"Yellowknife (N.W.T.)",CY ,F,18700,16541,F,F,13.1,7159,6616,105.2205,177.7,203
4811059,"Sturgeon County (Alta.)",MD ,F,18621,18067,F,F,3.1,6302,6037,2108.9028,8.8,204
3526011,"Port Colborne (Ont.)",CY ,F,18599,18450,F,F,0.8,8519,7791,121.9683,152.5,205
2412072,"Rivière-du-Loup (Que.)",V  ,F,18586,17772,F,F,4.6,8676,8227,84.2291,220.7,206
1307045,"Dieppe (N.B.)",C  ,F,18565,14951,F,F,24.2,7495,7148,51.1749,362.8,207
3544042,"Huntsville (Ont.)",T  ,F,18280,17338,F,F,5.4,9691,7190,703.2257,26.0,208
5901022,"Cranbrook (B.C.)",CY ,F,18267,18517,T,F,-1.4,7876,7634,25.1440,726.5,209
3510020,"South Frontenac (Ont.)",TP ,F,18227,16415,F,F,11.0,9069,6766,941.2848,19.4,210
3526037,"Thorold (Ont.)",CY ,F,18224,18048,F,F,1.0,7678,7054,83.0013,219.6,211
3514021,"Cobourg (Ont.)",T  ,F,18210,17172,F,F,6.0,7571,7299,22.3716,814.0,212
1309050,"Miramichi (N.B.)",C  ,F,18129,18508,F,F,-2.0,7930,7342,179.8377,100.8,213
2466087,"Dorval (Que.)",CÉ ,F,18088,17706,T,F,2.2,8118,7811,20.8749,866.5,214
4819006,"Grande Prairie County No. 1 (Alta.)",CM ,F,17970,15638,F,F,14.9,6460,6234,5883.9161,3.1,215
5917030,"Oak Bay (B.C.)",DM ,F,17908,17798,F,F,0.6,8280,7898,10.3835,1724.7,216
1306020,"Riverview (N.B.)",T  ,F,17832,17010,F,F,4.8,7119,6893,33.8802,526.3,217
5923008,"Port Alberni (B.C.)",CY ,F,17548,17748,T,F,-1.1,8061,7652,19.9176,881.0,218
3543009,"Springwater (Ont.)",TP ,F,17456,16104,F,F,8.4,6361,5942,536.3023,32.5,219
3515015,"Smith-Ennismore-Lakefield (Ont.)",TP ,F,17413,16414,F,F,6.1,8988,6730,318.7667,54.6,220
2472010,"Deux-Montagnes (Que.)",V  ,F,17402,17080,F,F,1.9,6910,6781,6.1583,2825.8,221
5955034,"Fort St. John (B.C.)",CY ,F,17402,16051,T,F,8.4,7129,6874,22.7360,765.4,221
3543031,"Collingwood (Ont.)",T  ,F,17290,16039,F,F,7.8,9316,7318,33.4561,516.8,223
2423072,"Saint-Augustin-de-Desmaures (Que.)",V  ,F,17281,15732,T,F,9.8,6111,5969,85.7590,201.5,224
4806012,"Okotoks (Alta.)",T  ,F,17145,11689,T,F,46.7,5927,5759,18.5480,924.4,225
3530020,"Wilmot (Ont.)",TP ,F,17097,14866,F,F,15.0,6296,6094,263.7324,64.8,226
2471105,"Saint-Lazare (Que.)",V  ,F,17016,12895,F,F,32.0,5765,5679,66.5343,255.7,227
4811016,"Leduc (Alta.)",CY ,F,16967,15032,F,F,12.9,6718,6528,36.9693,458.9,228
3543021,"Essa (Ont.)",TP ,F,16901,16808,F,F,0.6,6212,5683,279.5660,60.5,229
5917040,"Esquimalt (B.C.)",DM ,F,16840,16127,F,F,4.4,8340,8007,7.0429,2391.1,230
2460028,"L'Assomption (Que.)",V  ,F,16738,15625,T,F,7.1,6526,6382,100.7847,166.1,231
1313027,"Edmundston (N.B.)",CY ,F,16643,17373,F,F,-4.2,7804,7361,106.9248,155.7,232
2423057,"L'Ancienne-Lorette (Que.)",V  ,F,16516,15929,T,F,3.7,6818,6727,7.6332,2163.7,233
3514020,"Port Hope (Ont.)",MU ,F,16390,15605,F,F,5.0,6560,6287,278.9727,58.8,234
3543074,"Midland (Ont.)",T  ,F,16300,16214,F,F,0.5,7248,6897,29.0894,560.3,235
2467030,"Sainte-Catherine (Que.)",V  ,F,16211,15953,F,F,1.6,6170,6065,9.5018,1706.1,236
3526028,"Pelham (Ont.)",T  ,F,16155,15272,F,F,5.8,6058,5933,126.4169,127.8,237
5939032,"Salmon Arm (B.C.)",CY ,F,16012,15210,F,F,5.3,6855,6541,155.3637,103.1,238
2467020,"Candiac (Que.)",V  ,F,15947,12675,F,F,25.8,6115,5967,17.4213,915.4,239
4810039,"Lloydminster (Part) (Alta.)",CY ,F,15910,13148,F,F,21.0,6346,6079,24.1860,657.8,240
5917015,"Central Saanich (B.C.)",DM ,F,15745,15348,F,F,2.6,6493,6241,41.4199,380.1,241
2457035,"Mont-Saint-Hilaire (Que.)",V  ,F,15720,14270,F,F,10.2,6325,6164,44.2913,354.9,242
3544018,"Bracebridge (Ont.)",T  ,F,15652,13751,F,F,13.8,8568,6231,617.4155,25.4,243
5915070,"Pitt Meadows (B.C.)",DM ,F,15623,14670,F,F,6.5,6149,5821,85.3781,183.0,244
4810011,"Camrose (Alta.)",CY ,F,15620,14870,T,F,5.0,6962,6725,31.1388,501.6,245
2457020,"Saint-Basile-le-Grand (Que.)",V  ,F,15605,12385,F,F,26.0,5816,5734,36.1013,432.3,246
3539033,"Middlesex Centre (Ont.)",TP ,F,15589,14242,F,F,9.5,5346,5235,588.0519,26.5,247
3511015,"Greater Napanee (Ont.)",T  ,F,15400,15132,F,F,1.8,6695,6118,459.7060,33.5,248
1305057,"Quispamsis (N.B.)",TV ,F,15239,13757,F,F,10.8,5324,5197,57.0582,267.1,249
3560010,"Kenora (Ont.)",CY ,F,15177,15838,F,F,-4.2,6845,6251,210.9057,72.0,250
3511005,"Loyalist (Ont.)",TP ,F,15062,14590,F,F,3.2,5814,5566,340.0235,44.3,251
4709012,"Yorkton (Sask.)",CY ,F,15038,15107,F,F,-0.5,6903,6543,24.5653,612.2,252
3543064,"Wasaga Beach (Ont.)",T  ,F,15029,12419,F,F,21.0,9716,6236,58.4281,257.2,253
